snapshot_date,snapshot_timestamp,data_source,sector,article_count,optimism,fear,uncertainty,attention,disagreement,risk_intensity
2026-07-09,2026-07-09T16:57:14+00:00,Demo 数据,Communication Services,12,41.24283,13.012886,59.102655,22.727273,30.033289,76.280241
2026-07-09,2026-07-09T16:57:14+00:00,Demo 数据,Consumer Discretionary,12,45.244766,8.370421,59.610714,4.545455,20.241926,66.919341
2026-07-09,2026-07-09T16:57:14+00:00,Demo 数据,Consumer Staples,12,19.750352,31.120369,66.277443,13.636364,14.436903,67.37184
2026-07-09,2026-07-09T16:57:14+00:00,Demo 数据,Energy,12,26.028714,24.787016,61.596159,50.0,38.097679,67.828761
2026-07-09,2026-07-09T16:57:14+00:00,Demo 数据,Financials,12,37.774882,14.755713,61.768604,31.818182,28.140842,77.108514
2026-07-09,2026-07-09T16:57:14+00:00,Demo 数据,Healthcare,12,33.946678,14.386191,61.485166,40.909091,34.095999,79.306972
2026-07-09,2026-07-09T16:57:14+00:00,Demo 数据,Industrials,12,35.304702,17.335826,59.958532,77.272727,37.294554,77.301356
2026-07-09,2026-07-09T16:57:14+00:00,Demo 数据,Materials,12,33.745105,18.020483,60.435927,68.181818,37.675565,60.0
2026-07-09,2026-07-09T16:57:14+00:00,Demo 数据,Real Estate,12,32.526853,19.411321,61.003263,59.090909,37.123788,71.934126
2026-07-09,2026-07-09T16:57:14+00:00,Demo 数据,Technology,12,33.342003,14.963775,62.354488,95.454545,32.656395,55.379355
2026-07-09,2026-07-09T16:57:14+00:00,Demo 数据,Utilities,12,14.955629,28.503297,67.072234,86.363636,19.217612,75.567954
2026-07-09,2026-07-09T20:59:07+00:00,真实新闻,Communication Services,205,34.723412,20.399255,50.854606,86.363636,48.72488,77.006125
2026-07-09,2026-07-09T20:59:07+00:00,真实新闻,Consumer Discretionary,196,32.889929,22.752511,49.402123,68.181818,51.25568,76.999606
2026-07-09,2026-07-09T20:59:07+00:00,真实新闻,Consumer Staples,144,32.209326,19.64904,52.182791,59.090909,47.029947,76.682018
2026-07-09,2026-07-09T20:59:07+00:00,真实新闻,Energy,115,37.882556,27.97154,42.566528,40.909091,60.68347,73.500179
2026-07-09,2026-07-09T20:59:07+00:00,真实新闻,Financials,196,36.222798,21.81989,47.900301,77.272727,51.80817,76.672226
2026-07-09,2026-07-09T20:59:07+00:00,真实新闻,Healthcare,125,39.828111,12.635865,51.816449,50.0,41.592128,76.826228
2026-07-09,2026-07-09T20:59:07+00:00,真实新闻,Industrials,123,37.022512,22.139807,46.857609,31.818182,54.341691,77.601875
2026-07-09,2026-07-09T20:59:07+00:00,真实新闻,Materials,72,36.773883,16.689746,51.793523,4.545455,44.823026,72.766263
2026-07-09,2026-07-09T20:59:07+00:00,真实新闻,Real Estate,66,34.375264,9.520596,55.233279,13.636364,35.432898,75.436907
2026-07-09,2026-07-09T20:59:07+00:00,真实新闻,Technology,290,34.435441,26.507313,45.007045,95.454545,57.423599,76.86582
2026-07-09,2026-07-09T20:59:07+00:00,真实新闻,Utilities,61,36.132781,13.976435,54.948386,22.727273,36.314162,75.778043
2026-07-10,2026-07-10T21:37:01+00:00,真实新闻,Communication Services,287,35.023942,21.957542,49.167826,86.363636,51.357731,76.657273
2026-07-10,2026-07-10T21:37:01+00:00,真实新闻,Consumer Discretionary,226,32.983216,23.696693,49.211324,68.181818,51.279157,76.876054
2026-07-10,2026-07-10T21:37:01+00:00,真实新闻,Consumer Staples,181,31.907246,20.618649,51.637316,59.090909,47.356073,76.765211
2026-07-10,2026-07-10T21:37:01+00:00,真实新闻,Energy,126,39.982819,27.961265,41.119541,31.818182,61.509641,73.653726
2026-07-10,2026-07-10T21:37:01+00:00,真实新闻,Financials,248,37.727692,20.276937,48.442828,77.272727,49.923793,76.40693
2026-07-10,2026-07-10T21:37:01+00:00,真实新闻,Healthcare,151,39.223302,15.927447,49.669713,50.0,47.685961,77.338873
2026-07-10,2026-07-10T21:37:01+00:00,真实新闻,Industrials,146,39.563175,19.957289,46.458646,40.909091,53.598404,77.265545
2026-07-10,2026-07-10T21:37:01+00:00,真实新闻,Materials,75,35.86432,18.698074,50.409127,4.545455,48.558593,72.983056
2026-07-10,2026-07-10T21:37:01+00:00,真实新闻,Real Estate,72,34.18481,11.37029,54.340841,13.636364,39.465405,75.639437
2026-07-10,2026-07-10T21:37:01+00:00,真实新闻,Technology,456,34.318674,25.540271,46.310125,95.454545,56.158064,76.633223
2026-07-10,2026-07-10T21:37:01+00:00,真实新闻,Utilities,66,40.640332,12.863518,51.699102,22.727273,39.127302,75.53944
